group,function,value,throughput_num,throughput_type,sample_measured_value,unit,iteration_count
Quicksort,Latency Hiding,Length: 10000000 | Latency ms: 1 | Cores: 60,,,478411017.0,ns,3
Quicksort,Latency Hiding,Length: 10000000 | Latency ms: 1 | Cores: 60,,,487011728.0,ns,3
Quicksort,Latency Hiding,Length: 10000000 | Latency ms: 1 | Cores: 60,,,463535637.0,ns,3
Quicksort,Latency Hiding,Length: 10000000 | Latency ms: 1 | Cores: 60,,,473311230.0,ns,3
Quicksort,Latency Hiding,Length: 10000000 | Latency ms: 1 | Cores: 60,,,471038197.0,ns,3
Quicksort,Latency Hiding,Length: 10000000 | Latency ms: 1 | Cores: 60,,,469867229.0,ns,3
Quicksort,Latency Hiding,Length: 10000000 | Latency ms: 1 | Cores: 60,,,461808097.0,ns,3
Quicksort,Latency Hiding,Length: 10000000 | Latency ms: 1 | Cores: 60,,,470561545.0,ns,3
Quicksort,Latency Hiding,Length: 10000000 | Latency ms: 1 | Cores: 60,,,479815607.0,ns,3
Quicksort,Latency Hiding,Length: 10000000 | Latency ms: 1 | Cores: 60,,,466389444.0,ns,3
