group,function,value,throughput_num,throughput_type,sample_measured_value,unit,iteration_count
MapReduce Fib,Latency Hiding,Length: 5000 | Latency ms: 100 | Cores: 70 | Fib N: 30 | Cutoff: 25,,,1312979775.0,ns,1
MapReduce Fib,Latency Hiding,Length: 5000 | Latency ms: 100 | Cores: 70 | Fib N: 30 | Cutoff: 25,,,1315356689.0,ns,1
MapReduce Fib,Latency Hiding,Length: 5000 | Latency ms: 100 | Cores: 70 | Fib N: 30 | Cutoff: 25,,,1315676895.0,ns,1
MapReduce Fib,Latency Hiding,Length: 5000 | Latency ms: 100 | Cores: 70 | Fib N: 30 | Cutoff: 25,,,1317152109.0,ns,1
MapReduce Fib,Latency Hiding,Length: 5000 | Latency ms: 100 | Cores: 70 | Fib N: 30 | Cutoff: 25,,,1316785066.0,ns,1
MapReduce Fib,Latency Hiding,Length: 5000 | Latency ms: 100 | Cores: 70 | Fib N: 30 | Cutoff: 25,,,1316301827.0,ns,1
MapReduce Fib,Latency Hiding,Length: 5000 | Latency ms: 100 | Cores: 70 | Fib N: 30 | Cutoff: 25,,,1316731151.0,ns,1
MapReduce Fib,Latency Hiding,Length: 5000 | Latency ms: 100 | Cores: 70 | Fib N: 30 | Cutoff: 25,,,1319606086.0,ns,1
MapReduce Fib,Latency Hiding,Length: 5000 | Latency ms: 100 | Cores: 70 | Fib N: 30 | Cutoff: 25,,,1316250790.0,ns,1
MapReduce Fib,Latency Hiding,Length: 5000 | Latency ms: 100 | Cores: 70 | Fib N: 30 | Cutoff: 25,,,1320869105.0,ns,1
