group,function,value,throughput_num,throughput_type,sample_measured_value,unit,iteration_count
Old vs New Rayon,New Rayon,Length: 200 | Latency ms: 0 | Cores: 70 | Fib N: 35 | Cutoff: 15,,,1218888360.0,ns,1
Old vs New Rayon,New Rayon,Length: 200 | Latency ms: 0 | Cores: 70 | Fib N: 35 | Cutoff: 15,,,1218946541.0,ns,1
Old vs New Rayon,New Rayon,Length: 200 | Latency ms: 0 | Cores: 70 | Fib N: 35 | Cutoff: 15,,,1218513098.0,ns,1
Old vs New Rayon,New Rayon,Length: 200 | Latency ms: 0 | Cores: 70 | Fib N: 35 | Cutoff: 15,,,1218521716.0,ns,1
Old vs New Rayon,New Rayon,Length: 200 | Latency ms: 0 | Cores: 70 | Fib N: 35 | Cutoff: 15,,,1218348082.0,ns,1
Old vs New Rayon,New Rayon,Length: 200 | Latency ms: 0 | Cores: 70 | Fib N: 35 | Cutoff: 15,,,1217900764.0,ns,1
Old vs New Rayon,New Rayon,Length: 200 | Latency ms: 0 | Cores: 70 | Fib N: 35 | Cutoff: 15,,,1217582822.0,ns,1
Old vs New Rayon,New Rayon,Length: 200 | Latency ms: 0 | Cores: 70 | Fib N: 35 | Cutoff: 15,,,1217909007.0,ns,1
Old vs New Rayon,New Rayon,Length: 200 | Latency ms: 0 | Cores: 70 | Fib N: 35 | Cutoff: 15,,,1218264635.0,ns,1
Old vs New Rayon,New Rayon,Length: 200 | Latency ms: 0 | Cores: 70 | Fib N: 35 | Cutoff: 15,,,1218293553.0,ns,1
