group,function,value,throughput_num,throughput_type,sample_measured_value,unit,iteration_count
Old vs New Rayon,Serial,Length: 200 | Latency ms: 0 | Cores: 1 | Fib N: 30 | Cutoff: 20,,,1382243734.0,ns,1
Old vs New Rayon,Serial,Length: 200 | Latency ms: 0 | Cores: 1 | Fib N: 30 | Cutoff: 20,,,1382199936.0,ns,1
Old vs New Rayon,Serial,Length: 200 | Latency ms: 0 | Cores: 1 | Fib N: 30 | Cutoff: 20,,,1382216124.0,ns,1
Old vs New Rayon,Serial,Length: 200 | Latency ms: 0 | Cores: 1 | Fib N: 30 | Cutoff: 20,,,1382234093.0,ns,1
Old vs New Rayon,Serial,Length: 200 | Latency ms: 0 | Cores: 1 | Fib N: 30 | Cutoff: 20,,,1382176141.0,ns,1
Old vs New Rayon,Serial,Length: 200 | Latency ms: 0 | Cores: 1 | Fib N: 30 | Cutoff: 20,,,1382254367.0,ns,1
Old vs New Rayon,Serial,Length: 200 | Latency ms: 0 | Cores: 1 | Fib N: 30 | Cutoff: 20,,,1382199143.0,ns,1
Old vs New Rayon,Serial,Length: 200 | Latency ms: 0 | Cores: 1 | Fib N: 30 | Cutoff: 20,,,1382167316.0,ns,1
Old vs New Rayon,Serial,Length: 200 | Latency ms: 0 | Cores: 1 | Fib N: 30 | Cutoff: 20,,,1382297954.0,ns,1
Old vs New Rayon,Serial,Length: 200 | Latency ms: 0 | Cores: 1 | Fib N: 30 | Cutoff: 20,,,1382348942.0,ns,1
