group,function,value,throughput_num,throughput_type,sample_measured_value,unit,iteration_count
Quicksort,Latency Hiding,Length: 10000000 | Latency ms: 0 | Cores: 40,,,137929405.0,ns,1
Quicksort,Latency Hiding,Length: 10000000 | Latency ms: 0 | Cores: 40,,,266274044.0,ns,2
Quicksort,Latency Hiding,Length: 10000000 | Latency ms: 0 | Cores: 40,,,408119118.0,ns,3
Quicksort,Latency Hiding,Length: 10000000 | Latency ms: 0 | Cores: 40,,,548213815.0,ns,4
Quicksort,Latency Hiding,Length: 10000000 | Latency ms: 0 | Cores: 40,,,686110933.0,ns,5
Quicksort,Latency Hiding,Length: 10000000 | Latency ms: 0 | Cores: 40,,,815367787.0,ns,6
Quicksort,Latency Hiding,Length: 10000000 | Latency ms: 0 | Cores: 40,,,953035481.0,ns,7
Quicksort,Latency Hiding,Length: 10000000 | Latency ms: 0 | Cores: 40,,,1099067278.0,ns,8
Quicksort,Latency Hiding,Length: 10000000 | Latency ms: 0 | Cores: 40,,,1213491954.0,ns,9
Quicksort,Latency Hiding,Length: 10000000 | Latency ms: 0 | Cores: 40,,,1365691301.0,ns,10
