group,function,value,throughput_num,throughput_type,sample_measured_value,unit,iteration_count
Old vs New Rayon,Serial,Length: 200 | Latency ms: 0 | Cores: 1 | Fib N: 30 | Cutoff: 25,,,1382758140.0,ns,1
Old vs New Rayon,Serial,Length: 200 | Latency ms: 0 | Cores: 1 | Fib N: 30 | Cutoff: 25,,,1382684977.0,ns,1
Old vs New Rayon,Serial,Length: 200 | Latency ms: 0 | Cores: 1 | Fib N: 30 | Cutoff: 25,,,1382196388.0,ns,1
Old vs New Rayon,Serial,Length: 200 | Latency ms: 0 | Cores: 1 | Fib N: 30 | Cutoff: 25,,,1382016536.0,ns,1
Old vs New Rayon,Serial,Length: 200 | Latency ms: 0 | Cores: 1 | Fib N: 30 | Cutoff: 25,,,1382053524.0,ns,1
Old vs New Rayon,Serial,Length: 200 | Latency ms: 0 | Cores: 1 | Fib N: 30 | Cutoff: 25,,,1382544497.0,ns,1
Old vs New Rayon,Serial,Length: 200 | Latency ms: 0 | Cores: 1 | Fib N: 30 | Cutoff: 25,,,1382712525.0,ns,1
Old vs New Rayon,Serial,Length: 200 | Latency ms: 0 | Cores: 1 | Fib N: 30 | Cutoff: 25,,,1392920219.0,ns,1
Old vs New Rayon,Serial,Length: 200 | Latency ms: 0 | Cores: 1 | Fib N: 30 | Cutoff: 25,,,1382593382.0,ns,1
Old vs New Rayon,Serial,Length: 200 | Latency ms: 0 | Cores: 1 | Fib N: 30 | Cutoff: 25,,,1382609301.0,ns,1
