group,function,value,throughput_num,throughput_type,sample_measured_value,unit,iteration_count
MapReduce Fib,Classic,Length: 5000 | Latency ms: 50 | Cores: 25 | Fib N: 30 | Cutoff: 25,,,12574855907.0,ns,1
MapReduce Fib,Classic,Length: 5000 | Latency ms: 50 | Cores: 25 | Fib N: 30 | Cutoff: 25,,,12386538753.0,ns,1
MapReduce Fib,Classic,Length: 5000 | Latency ms: 50 | Cores: 25 | Fib N: 30 | Cutoff: 25,,,12356088776.0,ns,1
MapReduce Fib,Classic,Length: 5000 | Latency ms: 50 | Cores: 25 | Fib N: 30 | Cutoff: 25,,,12509335107.0,ns,1
MapReduce Fib,Classic,Length: 5000 | Latency ms: 50 | Cores: 25 | Fib N: 30 | Cutoff: 25,,,12464753945.0,ns,1
MapReduce Fib,Classic,Length: 5000 | Latency ms: 50 | Cores: 25 | Fib N: 30 | Cutoff: 25,,,12480294896.0,ns,1
MapReduce Fib,Classic,Length: 5000 | Latency ms: 50 | Cores: 25 | Fib N: 30 | Cutoff: 25,,,12432098092.0,ns,1
MapReduce Fib,Classic,Length: 5000 | Latency ms: 50 | Cores: 25 | Fib N: 30 | Cutoff: 25,,,12465460935.0,ns,1
MapReduce Fib,Classic,Length: 5000 | Latency ms: 50 | Cores: 25 | Fib N: 30 | Cutoff: 25,,,12500690619.0,ns,1
MapReduce Fib,Classic,Length: 5000 | Latency ms: 50 | Cores: 25 | Fib N: 30 | Cutoff: 25,,,12333454355.0,ns,1
